skill_name,skill_link,skill_description
children jokes,https://www.amazon.com/Working-man-children-jokes/dp/B07PRVV2W7/ref=sr_1_312?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-312,"A collection of over 250 kid friendly jokes. Simply say ""Alexa open children jokes"". After each session, Alexa will ask you if you want to hear some more. Just say: ""yes"" to hear some more jokes."
Thinking of You,https://www.amazon.com/winnie-Thinking-of-You/dp/B07PSFX4PX/ref=sr_1_311?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-311,"Celebrate special occasions with your loved ones. When you open the skill, Alexa will play a slideshow with rich images and audio. You can say ""Alexa, stop"" to exit anytime."
Tracy's Sisters,https://www.amazon.com/Michelle-Van-Campen-Tracys-Sisters/dp/B07PVB6NS2/ref=sr_1_310?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-310,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Epping Forest,https://www.amazon.com/Michelle-Van-Campen-Epping-Forest/dp/B07PWWDFZ3/ref=sr_1_309?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-309,adventure-themed story with sound effects and prompts. Get ready for laughs and giggles. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Ridge Park Lunch Lady,https://www.amazon.com/Brian-Prodoehl-Ridge-Park-Lunch/dp/B07Q2BFGMV/ref=sr_1_308?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-308,You can use this skill to ask the lunch lady what's for lunch at Ridge Park.
Fun bowling night,https://www.amazon.com/Michelle-Van-Campen-bowling-night/dp/B07Q2N6QQY/ref=sr_1_306?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-306,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Adventures of Miss,https://www.amazon.com/Michelle-Van-Campen-Adventures-Miss/dp/B07Q2KZ9MM/ref=sr_1_307?dchild=1&qid=1624647865&rnid=14284832011&s=alexa-skills&sr=1-307,Alexa quizzes you on trivia topics. Provide the answer and try to achieve a high score. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Mom's Story,https://www.amazon.com/gary-spencer-Moms-Story/dp/B07RTW1VQM/ref=sr_1_290?dchild=1&qid=1624647863&rnid=14284832011&s=alexa-skills&sr=1-290,Listen to a personalized story that's all about mom and narrated by Alexa.
The Apartment Gods,https://www.amazon.com/Llamacorn-The-Apartment-Gods/dp/B07P8KRMQP/ref=sr_1_321?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-321,"Next time you're trying to decide whose turn it is pick something or perform a task, just ask Alexa  and the apartment gods for help. For example, if you're trying to decide whose turn it is to pick a movie on movie night, Alexa can randomly select someone's name from the list. Or if you're trying to decide who should take out the trash, Alexa can help with that too!"
Dad Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07L2JN2HH/ref=sr_1_335?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-335,Dad Translator will help you understand what your dad is saying!
Boy Cousin Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07L2BYYRQ/ref=sr_1_336?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-336,Boy Cousin Translator will help you understand what your boy cousin is saying!
Santa's Status,https://www.amazon.com/Neighborhood-Stage-Productions-Santas-Status/dp/B07L2SLP6K/ref=sr_1_334?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-334,"Get ready for Christmas!  Check in every day with Santa to see what is going on at the North Pole. He will tell you what the elves are making, and give you suggestions for staying on the nice list. Mirthy Elf stops by with a daily joke to keep things light."
Brother Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07L2ZPD8J/ref=sr_1_332?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-332,Brother Translator will help you understand what your brother is saying! This skill will help you decipher what crazy thing your brother is saying and put it into terms you can understand!
Sister Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07L2V2BV9/ref=sr_1_333?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-333,Sister Translator will help you understand what your sister is saying!
Santa Here Yet?,https://www.amazon.com/Munchiespy-Santa-Here-Yet/dp/B07L33HQ3R/ref=sr_1_331?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-331,"Christmas is days away. Children around the world are anxiously looking for Santa Claus. Who else, but Alexa who can help us locate where Santa is. Simply ask Alexa, Santa Here Yet? Alexa will provide the most up to date Santa's location."
Santa's little helper,https://www.amazon.com/SoapVox-Santas-little-helper/dp/B07L9QRYNH/ref=sr_1_329?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-329,Every Christmas Santa makes his naughty and nice list. Santa's little helper will help you to find out which list you are on. If you are really lucky Santa himself might speak to you.  If you are feeling full of Christmas cheer and you like this skill please leave it a 5 start review. Merry Christmas!
Animal Faces,https://www.amazon.com/Jonathan-Nemargut-Animal-Faces/dp/B07MP6L392/ref=sr_1_327?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-327,Gather the whole family around and stretch and move your faces in silly ways. This device is even more fun with a screen!
Is Santa Claus Coming,https://www.amazon.com/platypunk-Is-Santa-Claus-Coming/dp/B07M8HHM46/ref=sr_1_328?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-328,"Santa Claus is making a list and checking it twice, he's gonna find out who's naughty or nice! Just answer my questions and I will let you know if Santa Claus is coming to your house Updated question 3"
Elijah Thinks: A Kid's View on Life,https://www.amazon.com/Elijah-Thinks-Kids-View-Life/dp/B07MTY1NC3/ref=sr_1_326?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-326,"Elijah Thinks: A Kid's View on Life is a kid produced podcast that shares funny jokes, life stories and questions to ponder from a precocious pre-teen. Right now Elijah is into Sharks, Medieval Knights, American Football, Acting Classes, reading Big Nate and writing his own Epic Novel. Parents and kids will want to join him as he shares a unique kid's view on life in the internet age. Who else but a kid would notice which style socks the Bronoc's wore for the last home game?"
Christmas day,https://www.amazon.com/cubiq-apps-Christmas-day/dp/B07N8YKZZD/ref=sr_1_325?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-325,"This skill tells you how many days it is until Christmas Day, and informs an inquisitive audience when Santa will arrive. Uses Amazon's Alexa Presentation Language to display a Christmas themed image."
North Pole Elf Tracker,https://www.amazon.com/StudioFlow-North-Pole-Elf-Tracker/dp/B07L5WYWG6/ref=sr_1_330?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-330,"Emma the Elf can't travel, but when Santa asks her to keep track of what the elves are doing when they pop up in people's houses at Christmas time, she needs your help! Your kids will love helping out Emma the Elf every day, by telling it where they spotted the elf and helping keep Santa up to date with Elf behaviour. This skill will keep changing all the way up until Christmas. Use it every day, and please be sure to leave a 5-star review!"
Days until Christmas,https://www.amazon.com/Droid-Dev-Solutions-until-Christmas/dp/B07NRXNYF5/ref=sr_1_324?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-324,Alexa counts the number of days until Christmas! Alexa loves Christmas and wants you to know how many days are left until the big day!  A great app for any good boys or girls who love Christmas!
Dad Jokes,https://www.amazon.com/Another-Tech-Reviewer-Dad-Jokes/dp/B07NS2WYKT/ref=sr_1_323?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-323,"Ask Alexa to tell you corny Dad jokes when you need a laugh. When using the skill, you can say ""Alexa, next"" to move to the next joke. At any point, you can say ""Alexa, stop"" to exit the skill. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer."
The Rock Bottle,https://www.amazon.com/Michelle-Van-Campen-Rock-Bottle/dp/B07NX9K8BX/ref=sr_1_322?dchild=1&qid=1624647867&rnid=14284832011&s=alexa-skills&sr=1-322,Play an interactive adventure-themed story with sound effects and prompts. Get ready for laughs and giggles as players fill in the blanks. This skill was created using a Skill Blueprint. Your requests to this skill are not shared with the skill developer.
Girl Cousin Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07L2B94DX/ref=sr_1_337?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-337,Girl Cousin Translator will help you understand what your girl cousin is saying!
Tell Me I'm a Princess,https://www.amazon.com/Tell-Me-Im-a-Princess/dp/B07KGD64DJ/ref=sr_1_350?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-350,Ask and Alexa will tell you that you are a princess.
Jingle the Dog,https://www.amazon.com/cryan-com-Jingle-the-Dog/dp/B07KFGTDTY/ref=sr_1_352?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-352,"Turn on your 'Jungle the Dog' stuff animal, put it next to Alexa and see what surprises it will do when Alexa interacts with Jingle!"
Hazel's Spooky Adventures,https://www.amazon.com/Joseph-Thompson-Hazels-Spooky-Adventures/dp/B07KG1QX7L/ref=sr_1_351?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-351,"Hazel's Spooky Adventures is a story where you get to choose what happens next by making choices for the characters. You can say: ""Alexa, open Hazel's Spooky Adventures"" ""Alexa, start Hazel's Spooky Adventures"" ""Alexa, launch Hazel's Spooky Adventures"" Please leave a 5-star review if you love this skill. Your 5-star reviews encourage us to keep making more great skills, thanks!"
Bruh Sound Effect #2,https://www.amazon.com/Justin-Quan-Bruh-Sound-Effect/dp/B07KK9DSB3/ref=sr_1_349?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-349,"The long-awaited ""bruh"" sound effect is now here, also known as ""Bruh Sound Effect #2"". This meme has recently been popularized, as its versatility is unique from all other memes. Bring up this effect at any time for a fitting reaction to any confusing and disappointing situations. Your homie just spilled his oatmeal over your new kicks?  ""Alexa, open Bruh Sound Effect."" You wake up to find that the dog tore up your couch, but you don't have a dog? ""Alexa, open Bruh Sound Effect."" You've just flushed the toilet and the water starts to rise? ""Alexa, open Bruh Sound Effect."" Pull up your favorite sound effect anytime, anywhere."
Your fact for the day,https://www.amazon.com/Your-fact-for-the-day/dp/B07KNM16J3/ref=sr_1_348?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-348,"This is your place for learning new fun facts each day  You can say: ""Alexa, open fact ofthe day"" ""Alexa, start fact ofthe day"" ""Alexa, launch fact ofthe day"" Please leave a 5-star review if you love this skill.  Your 5-star reviews encourage us to keep making more great skills, thanks!"
jokes corner,https://www.amazon.com/JOYS-K-MATHEW-jokes-corner/dp/B07KQBJPB1/ref=sr_1_347?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-347,"A joke is a display of humour in which words are used within a specific and well-defined narrative structure to make people laugh and is not meant to be taken seriously.It plays an important role in our understanding of ourselves, our society, and our world at large.It cools our tempers and warms our hearts. so promote jokes and lead a happy life :)"
Silly Grape Jokes,https://www.amazon.com/QUIZLAND-Silly-Grape-Jokes/dp/B07KYFKNB3/ref=sr_1_346?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-346,"Ask me for ""Silly Grape Jokes""! Silly Grape Jokes are Grape Fun. Silly Grape Jokes are a Bunch of laughs. Silly Grape Jokes are safe for children. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
Silly Elephant Jokes,https://www.amazon.com/QUIZLAND-Silly-Elephant-Jokes/dp/B07KYGNFFR/ref=sr_1_345?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-345,"Ask me for ""Silly Elephant Jokes""! Silly Elephant Jokes are Tons of Fun. Silly Elephant Jokes are a Trunkful of laughs. Silly Elephant Jokes are safe for children. This skill was built with love by VoiceApps.com.  Visit us to create your own skill in minutes!"
Mom Translator,https://www.amazon.com/Backyard-Rocket-Science-Productions-Translator/dp/B07KZV2WWH/ref=sr_1_342?dchild=1&qid=1624647869&rnid=14284832011&s=alexa-skills&sr=1-342,Mom Translator will make sense of those words your mom yells at you from across the room. Use this skill to get it right the first time!
